study_name,trial_id,tumor_lineage,tumor_type,lymphoma_subtype,regimen,ICI_agent,ICI_class,chemotherapy_context,timing_architecture,steroid_core_regimen_available,endpoint_label_in_source,endpoint_taxonomy,safety_N,events,rate_percent,grade,source_tier,quantitative_role,source_file_or_url,extraction_note,eligibility_for_primary_pooling,reason_excluded_from_primary_pooling
KEYNOTE-564,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,hypothyroidism,regulatory sensitivity,488,1,0.2,grade >=3,regulatory_trial_table,sensitivity_or_audit,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125514s128lbl.pdf,FDA KEYTRUDA label Table 39 and Table 40 for KEYNOTE-564. Composite terms follow label footnotes; hepatotoxicity includes ALT/AST/bilirubin/liver injury terms.,no,regulatory or label source is not an original endpoint-compatible trial appendix
KEYNOTE-564,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,hyperthyroidism,regulatory sensitivity,488,59,12.0,any grade,regulatory_trial_table,sensitivity_or_audit,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125514s128lbl.pdf,FDA KEYTRUDA label Table 39 and Table 40 for KEYNOTE-564. Composite terms follow label footnotes; hepatotoxicity includes ALT/AST/bilirubin/liver injury terms.,no,regulatory or label source is not an original endpoint-compatible trial appendix
KEYNOTE-564,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,hyperthyroidism,regulatory sensitivity,488,1,0.2,grade >=3,regulatory_trial_table,sensitivity_or_audit,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125514s128lbl.pdf,FDA KEYTRUDA label Table 39 and Table 40 for KEYNOTE-564. Composite terms follow label footnotes; hepatotoxicity includes ALT/AST/bilirubin/liver injury terms.,no,regulatory or label source is not an original endpoint-compatible trial appendix
KEYNOTE-564,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,hepatotoxicity composite,regulatory sensitivity,488,68,14.0,any grade,regulatory_trial_table,sensitivity_or_audit,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125514s128lbl.pdf,FDA KEYTRUDA label Table 39 and Table 40 for KEYNOTE-564. Composite terms follow label footnotes; hepatotoxicity includes ALT/AST/bilirubin/liver injury terms.,no,regulatory or label source is not an original endpoint-compatible trial appendix
KEYNOTE-564,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,hepatotoxicity composite,regulatory sensitivity,488,18,3.7,grade >=3,regulatory_trial_table,sensitivity_or_audit,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125514s128lbl.pdf,FDA KEYTRUDA label Table 39 and Table 40 for KEYNOTE-564. Composite terms follow label footnotes; hepatotoxicity includes ALT/AST/bilirubin/liver injury terms.,no,regulatory or label source is not an original endpoint-compatible trial appendix
KEYNOTE-564,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,acute kidney injury composite,regulatory sensitivity,488,63,13.0,any grade,regulatory_trial_table,sensitivity_or_audit,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125514s128lbl.pdf,FDA KEYTRUDA label Table 39 and Table 40 for KEYNOTE-564. Composite terms follow label footnotes; hepatotoxicity includes ALT/AST/bilirubin/liver injury terms.,no,regulatory or label source is not an original endpoint-compatible trial appendix
KEYNOTE-564,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,acute kidney injury composite,regulatory sensitivity,488,6,1.2,grade >=3,regulatory_trial_table,sensitivity_or_audit,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125514s128lbl.pdf,FDA KEYTRUDA label Table 39 and Table 40 for KEYNOTE-564. Composite terms follow label footnotes; hepatotoxicity includes ALT/AST/bilirubin/liver injury terms.,no,regulatory or label source is not an original endpoint-compatible trial appendix
KEYNOTE-564,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,increased ALT,regulatory sensitivity,488,98,20.0,any grade,regulatory_trial_table,sensitivity_or_audit,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125514s128lbl.pdf,FDA KEYTRUDA label Table 39 and Table 40 for KEYNOTE-564. Composite terms follow label footnotes; hepatotoxicity includes ALT/AST/bilirubin/liver injury terms.,no,regulatory or label source is not an original endpoint-compatible trial appendix
KEYNOTE-564,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,increased ALT,regulatory sensitivity,488,19,3.8,grade >=3,regulatory_trial_table,sensitivity_or_audit,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125514s128lbl.pdf,FDA KEYTRUDA label Table 39 and Table 40 for KEYNOTE-564. Composite terms follow label footnotes; hepatotoxicity includes ALT/AST/bilirubin/liver injury terms.,no,regulatory or label source is not an original endpoint-compatible trial appendix
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,hypothyroidism,subgroup/post-hoc sensitivity,58,5,8.6,any grade,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,hypothyroidism,subgroup/post-hoc sensitivity,58,0,0.0,grade >=3,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,adrenal insufficiency,subgroup/post-hoc sensitivity,58,4,6.9,any grade,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,adrenal insufficiency,subgroup/post-hoc sensitivity,58,3,5.2,grade >=3,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,pneumonitis,subgroup/post-hoc sensitivity,58,3,5.2,any grade,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,pneumonitis,subgroup/post-hoc sensitivity,58,3,5.2,grade >=3,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,severe skin reactions,subgroup/post-hoc sensitivity,58,3,5.2,any grade,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,severe skin reactions,subgroup/post-hoc sensitivity,58,3,5.2,grade >=3,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,type 1 diabetes mellitus,subgroup/post-hoc sensitivity,58,3,5.2,any grade,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,type 1 diabetes mellitus,subgroup/post-hoc sensitivity,58,3,5.2,grade >=3,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,hepatitis,subgroup/post-hoc sensitivity,58,2,3.4,any grade,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,hepatitis,subgroup/post-hoc sensitivity,58,1,1.7,grade >=3,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,hyperthyroidism,subgroup/post-hoc sensitivity,58,2,3.4,any grade,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,hyperthyroidism,subgroup/post-hoc sensitivity,58,0,0.0,grade >=3,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,thyroiditis,subgroup/post-hoc sensitivity,58,2,3.4,any grade,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,thyroiditis,subgroup/post-hoc sensitivity,58,0,0.0,grade >=3,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,colitis,subgroup/post-hoc sensitivity,58,1,1.7,any grade,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,colitis,subgroup/post-hoc sensitivity,58,1,1.7,grade >=3,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,nephritis,subgroup/post-hoc sensitivity,58,1,1.7,any grade,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
KEYNOTE-564 East Asian subgroup,,solid,adjuvant renal cell carcinoma,,pembrolizumab,,,,,unclear,nephritis,subgroup/post-hoc sensitivity,58,1,1.7,grade >=3,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC13093030/,KEYNOTE-564 East Asian subgroup Table 3; immune-mediated adverse events and infusion reactions. Subgroup denominator is n=58 and should not replace the global KEYNOTE-564 cohort.,no,subgroup or post-hoc denominator should not replace global safety population
EMPOWER-Lung 1 locally advanced subgroup,,solid,locally advanced NSCLC,,cemiplimab,,,,,unclear,hypothyroidism,subgroup/post-hoc sensitivity,45,3,6.7,any grade,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC12999338/,EMPOWER-Lung 1 locally advanced NSCLC subgroup Table 3; TEAEs regardless of attribution. Subgroup denominator is n=45 and does not represent the full EMPOWER-Lung 1 safety population.,no,subgroup or post-hoc denominator should not replace global safety population
EMPOWER-Lung 1 locally advanced subgroup,,solid,locally advanced NSCLC,,cemiplimab,,,,,unclear,increased AST,subgroup/post-hoc sensitivity,45,3,6.7,any grade,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC12999338/,EMPOWER-Lung 1 locally advanced NSCLC subgroup Table 3; TEAEs regardless of attribution. Subgroup denominator is n=45 and does not represent the full EMPOWER-Lung 1 safety population.,no,subgroup or post-hoc denominator should not replace global safety population
EMPOWER-Lung 1 locally advanced subgroup,,solid,locally advanced NSCLC,,cemiplimab,,,,,unclear,increased ALT,subgroup/post-hoc sensitivity,45,2,4.4,any grade,subgroup_or_posthoc,sensitivity_or_audit,https://pmc.ncbi.nlm.nih.gov/articles/PMC12999338/,EMPOWER-Lung 1 locally advanced NSCLC subgroup Table 3; TEAEs regardless of attribution. Subgroup denominator is n=45 and does not represent the full EMPOWER-Lung 1 safety population.,no,subgroup or post-hoc denominator should not replace global safety population
